"","geneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"13432","g7130.t1",319.095576190631,11.70890626839,2.58687410377367,4.52627603767395,6.00321560538174e-06,0.000675420610660401,"7091.BGIBMGA012617-TA",3.06e-70,216,"2FAHW@1|root,2TBQP@2759|Eukaryota,39711@33154|Opisthokonta,3CBC7@33208|Metazoa,3DSME@33213|Bilateria,428QV@6656|Arthropoda,3SY6T@50557|Insecta,446TC@7088|Lepidoptera","33208|Metazoa","P","Insect pheromone/odorant binding protein domains.","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13459","g7159.t1",154611.035601714,3.28636534095874,1.00472109878751,3.27092299039474,0.00107197097172634,0.030300342048107,"13037.EHJ68040",2.32e-240,683,"KOG3700@1|root,KOG3700@2759|Eukaryota,3AEU4@33154|Opisthokonta,3BXQY@33208|Metazoa,3DDJ6@33213|Bilateria,42283@6656|Arthropoda,3SQKA@50557|Insecta,443RY@7088|Lepidoptera","33208|Metazoa","S","transferase activity, transferring acyl groups other than amino-acyl groups","-","GO:0003008,GO:0007600,GO:0008150,GO:0019233,GO:0032501,GO:0050877","-","-","-","-","-","-","-","-","-","-","Acyl_transf_3"
"13467","g7166.t1",126.548758777695,-2.06953701464171,0.667878227011962,-3.09867417583093,0.00194388670520961,0.0461864261469678,"13037.EHJ76548",4.61e-232,665,"KOG3700@1|root,KOG3700@2759|Eukaryota,3AEU4@33154|Opisthokonta,3BXQY@33208|Metazoa,3DDJ6@33213|Bilateria,42283@6656|Arthropoda,3SX97@50557|Insecta,4460I@7088|Lepidoptera","33208|Metazoa","S","transferase activity, transferring acyl groups other than amino-acyl groups","-","GO:0003008,GO:0007600,GO:0008150,GO:0019233,GO:0032501,GO:0050877","-","-","-","-","-","-","-","-","-","-","Acyl_transf_3"
"13502","g7201.t1",23.154402347243,7.92495274021852,1.8938480293724,4.18457691288184,2.85697705875776e-05,0.00229277403680448,"6183.Smp_179530.1",4.09e-05,49.3,"2BP4M@1|root,2S1R2@2759|Eukaryota,3A5HU@33154|Opisthokonta,3BRC0@33208|Metazoa,3D8S6@33213|Bilateria","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13525","g7229.t1",266.965364595903,-3.5724766398945,0.919339955904839,-3.88591469015221,0.00010194530508214,0.00584962160561321,"13037.EHJ71163",1.58e-137,413,"KOG3802@1|root,KOG3802@2759|Eukaryota,38I27@33154|Opisthokonta,3BAPQ@33208|Metazoa,3CW0C@33213|Bilateria,41VU8@6656|Arthropoda,3SICV@50557|Insecta,449GF@7088|Lepidoptera","33208|Metazoa","K","Found in Pit-Oct-Unc transcription factors","-","GO:0000902,GO:0000904,GO:0000976,GO:0000981,GO:0000982,GO:0001067,GO:0001077,GO:0001228,GO:0001709,GO:0002682,GO:0002683,GO:0002697,GO:0002698,GO:0002700,GO:0002701,GO:0002759,GO:0002784,GO:0002785,GO:0002786,GO:0002787,GO:0002805,GO:0002806,GO:0002808,GO:0002809,GO:0002831,GO:0002832,GO:0002920,GO:0002921,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006325,GO:0006342,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006996,GO:0007275,GO:0007389,GO:0007398,GO:0007399,GO:0007402,GO:0007417,GO:0007419,GO:0008150,GO:0008152,GO:0008348,GO:0009058,GO:0009059,GO:0009653,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0014016,GO:0014019,GO:0016043,GO:0016070,GO:0016358,GO:0016458,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031347,GO:0031348,GO:0032101,GO:0032102,GO:0032501,GO:0032502,GO:0032774,GO:0032989,GO:0032990,GO:0034248,GO:0034249,GO:0034401,GO:0034641,GO:0034645,GO:0034654,GO:0035107,GO:0035108,GO:0036022,GO:0040029,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043565,GO:0043900,GO:0043901,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0045165,GO:0045814,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045944,GO:0046483,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048736,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048863,GO:0048864,GO:0048865,GO:0048867,GO:0048869,GO:0050776,GO:0050777,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0060173,GO:0060255,GO:0065007,GO:0070828,GO:0070868,GO:0071704,GO:0071840,GO:0080090,GO:0080134,GO:0090304,GO:0097159,GO:0097549,GO:0097659,GO:0120036,GO:0120039,GO:0140110,GO:1900424,GO:1900425,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141","-","ko:K09364","-","-","-","-","ko00000,ko03000,ko03021","-","-","-","Homeobox,Pou"
"13538","g7283.t1",409.213949034943,-3.52438475931498,0.635522268388283,-5.54565108828209,2.92862316880983e-08,7.30627814896991e-06,"34740.HMEL002694-PA",2.93e-176,502,"COG5025@1|root,KOG2294@2759|Eukaryota,38C83@33154|Opisthokonta,3BDBY@33208|Metazoa,3CYJT@33213|Bilateria,41YJV@6656|Arthropoda,3SJG1@50557|Insecta,442P8@7088|Lepidoptera","33208|Metazoa","K","FORKHEAD","-","GO:0000981,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0008150,GO:0009653,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0030154,GO:0031323,GO:0031326,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141","-","ko:K09385","ko04068,map04068","-","-","-","ko00000,ko00001,ko03000","-","-","-","Forkhead"
"13539","g7286.t1",1027.16189594622,-3.82232044371819,0.47908789005925,-7.97832824212165,1.48328507893228e-15,2.43173993797526e-12,"34740.HMEL002691-PA",1.2e-136,391,"COG5025@1|root,KOG2294@2759|Eukaryota,38C83@33154|Opisthokonta,3BDBY@33208|Metazoa,3CYJT@33213|Bilateria,41YJV@6656|Arthropoda,3SJG1@50557|Insecta,441R1@7088|Lepidoptera","33208|Metazoa","K","FORKHEAD","-","GO:0000981,GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006355,GO:0006357,GO:0008150,GO:0009653,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0030154,GO:0031323,GO:0031326,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141","-","ko:K09385","ko04068,map04068","-","-","-","ko00000,ko00001,ko03000","-","-","-","Forkhead"
"13562","g7312.t1",1263.68634505586,-3.36448066935522,0.610756852822153,-5.50870719470245,3.6147859623393e-08,8.64235077162621e-06,"7091.BGIBMGA010500-TA",3.5e-202,579,"2C3BG@1|root,2QW2N@2759|Eukaryota,39VF8@33154|Opisthokonta,3BDNW@33208|Metazoa,3D3Z5@33213|Bilateria,41TI7@6656|Arthropoda,3SK3Q@50557|Insecta,4481A@7088|Lepidoptera","33208|Metazoa","S","Insect cuticle protein","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13567","g7316.t1",358.945832482188,-3.57851236086353,0.903850373008316,-3.95918668369085,7.52054352132902e-05,0.00483505668432391,"13037.EHJ70791",1.11e-91,282,"2C3BG@1|root,2RZS2@2759|Eukaryota,3A2QD@33154|Opisthokonta,3BR9W@33208|Metazoa,3D7WN@33213|Bilateria,41Z8J@6656|Arthropoda,3SMZ3@50557|Insecta,441ZQ@7088|Lepidoptera","33208|Metazoa","S","Insect cuticle protein","-","GO:0003674,GO:0005198,GO:0005214,GO:0005575,GO:0005576,GO:0007275,GO:0008010,GO:0008150,GO:0031012,GO:0032501,GO:0032502,GO:0040003,GO:0042302,GO:0042335,GO:0044421,GO:0048856","-","-","-","-","-","-","-","-","-","-","Chitin_bind_4"
"13574","g7321.t1",4064.10011384946,4.12930478266176,0.826504765314689,4.99610523248411,5.84997465169628e-07,0.000104897357973229,"7091.BGIBMGA010477-TA",1.2e-264,734,"KOG3776@1|root,KOG3776@2759|Eukaryota,38CP8@33154|Opisthokonta,3BN5J@33208|Metazoa,3CVXB@33213|Bilateria,41XW7@6656|Arthropoda,3SZSI@50557|Insecta,4466B@7088|Lepidoptera","33208|Metazoa","T","CD36 family","-","GO:0006629,GO:0006720,GO:0006721,GO:0006726,GO:0006807,GO:0007154,GO:0007165,GO:0007602,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009314,GO:0009416,GO:0009581,GO:0009582,GO:0009583,GO:0009605,GO:0009628,GO:0009987,GO:0016063,GO:0016108,GO:0016116,GO:0019538,GO:0023052,GO:0040011,GO:0042330,GO:0042440,GO:0042441,GO:0043052,GO:0043170,GO:0043324,GO:0043473,GO:0043474,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044267,GO:0046148,GO:0046154,GO:0048066,GO:0048069,GO:0050789,GO:0050794,GO:0050896,GO:0051606,GO:0051716,GO:0065007,GO:0071704,GO:1901564,GO:1901566,GO:1901576","-","-","-","-","-","-","-","-","-","-","CD36"
"13575","g7322.t1",833.559808931194,-1.55804372373658,0.495089809908953,-3.14699210638794,0.00164959415095602,0.0415705681394848,"7091.BGIBMGA010478-TA",4.52e-161,455,"KOG3748@1|root,KOG3748@2759|Eukaryota,39RMB@33154|Opisthokonta,3BEWE@33208|Metazoa,3CY6T@33213|Bilateria,41ZB8@6656|Arthropoda,3SMJZ@50557|Insecta,445ME@7088|Lepidoptera","33208|Metazoa","S","Uncharacterized conserved protein (DUF2181)","-","-","-","-","-","-","-","-","-","-","-","-","DUF2181"
"13653","g7391.t1",281.454384653008,-2.22407296091009,0.454193533997782,-4.89675170259237,9.74338235652457e-07,0.000151101426923616,"13037.EHJ74288",2.64e-222,619,"28MXN@1|root,2QUG4@2759|Eukaryota,39TCN@33154|Opisthokonta,3BFSC@33208|Metazoa,3D0FD@33213|Bilateria,41U71@6656|Arthropoda,3SGW0@50557|Insecta,4457H@7088|Lepidoptera","33208|Metazoa","S","Fuseless","-","GO:0005575,GO:0005623,GO:0005886,GO:0007154,GO:0007267,GO:0007268,GO:0007270,GO:0007274,GO:0007275,GO:0007399,GO:0008150,GO:0009987,GO:0016020,GO:0016043,GO:0021700,GO:0022008,GO:0023052,GO:0030154,GO:0030182,GO:0030424,GO:0032501,GO:0032502,GO:0033267,GO:0042551,GO:0042734,GO:0042995,GO:0043005,GO:0043195,GO:0043679,GO:0044306,GO:0044425,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0045161,GO:0045202,GO:0048468,GO:0048469,GO:0048666,GO:0048699,GO:0048731,GO:0048856,GO:0048869,GO:0061024,GO:0070073,GO:0071695,GO:0071840,GO:0071944,GO:0097060,GO:0097458,GO:0098590,GO:0098793,GO:0098916,GO:0099536,GO:0099537,GO:0120025,GO:0120038,GO:0150034","-","-","-","-","-","-","-","-","-","-","Fuseless"
"13678","g741.t1",80839.526544111,-0.54790510715686,0.176254650251312,-3.10859944050061,0.00187976376804673,0.0450358434281927,"7091.BGIBMGA002811-TA",3.91e-150,423,"COG0197@1|root,KOG0857@2759|Eukaryota,38CBG@33154|Opisthokonta,3B9AY@33208|Metazoa,3CSX1@33213|Bilateria,41VMS@6656|Arthropoda,3SGF6@50557|Insecta,444JU@7088|Lepidoptera","33208|Metazoa","J","Ribosomal protein L16p/L10e","RpL10","GO:0000027,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0036477,GO:0042254,GO:0042255,GO:0042273,GO:0043025,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044297,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0097159,GO:0097458,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02866","ko03010,map03010","M00177,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03011","-","-","-","Ribosomal_L16"
"13688","g7422.t1",858.674400565513,-7.53968535587227,2.01978460325713,-3.73291555134824,0.000189276068079101,0.00905911682078562,"13037.EHJ73944",8.12e-78,244,"2BMX3@1|root,2S1MZ@2759|Eukaryota,3A4DF@33154|Opisthokonta,3BRPH@33208|Metazoa,3D8I6@33213|Bilateria,41ZR4@6656|Arthropoda,3SMR4@50557|Insecta,44678@7088|Lepidoptera","33208|Metazoa","S","juvenile hormone acid methyltransferase activity","-","GO:0000003,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006629,GO:0006714,GO:0006716,GO:0006718,GO:0006720,GO:0006721,GO:0007610,GO:0007617,GO:0007618,GO:0007619,GO:0008049,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008299,GO:0008610,GO:0008757,GO:0009058,GO:0009987,GO:0010817,GO:0016106,GO:0016114,GO:0016740,GO:0016741,GO:0019010,GO:0019098,GO:0019953,GO:0022414,GO:0032259,GO:0032501,GO:0032504,GO:0034754,GO:0035049,GO:0042445,GO:0042446,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044464,GO:0044703,GO:0048609,GO:0051704,GO:0060179,GO:0065007,GO:0065008,GO:0071704,GO:1901576","2.1.1.325","ko:K10718","ko00981,map00981","-","R08147,R08151","RC00003,RC00460","ko00000,ko00001,ko01000","-","-","-","-"
"13695","g7429.t1",497.37668133369,-2.59461773181097,0.676125578376134,-3.83747903465289,0.00012430384312379,0.00663493443576102,"136037.KDR08336",2.01e-218,634,"COG1131@1|root,KOG0061@2759|Eukaryota,39WD0@33154|Opisthokonta,3BKDG@33208|Metazoa,3D4MA@33213|Bilateria,41XX2@6656|Arthropoda,3SG3Y@50557|Insecta","33208|Metazoa","Q","ATP binding","-","GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015248,GO:0015318,GO:0015399,GO:0015405,GO:0015850,GO:0015918,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017127,GO:0022804,GO:0022857,GO:0030301,GO:0031224,GO:0033036,GO:0034040,GO:0034041,GO:0042623,GO:0042626,GO:0043492,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:1901618","-","-","-","-","-","-","-","-","-","-","-"
"13702","g7437.t1",36.5245647148226,-5.32818031036245,1.62622820481464,-3.27640382486772,0.00105138113892515,0.0300889026192146,"34740.HMEL013417-PA",1.93e-163,463,"KOG3510@1|root,KOG3510@2759|Eukaryota,39WNB@33154|Opisthokonta,3BK9B@33208|Metazoa,3D017@33213|Bilateria,41XSI@6656|Arthropoda,3SIWU@50557|Insecta,445WM@7088|Lepidoptera","33208|Metazoa","T","Immunoglobulin V-set domain","-","GO:0003008,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0007600,GO:0007606,GO:0008150,GO:0009987,GO:0016020,GO:0016021,GO:0016043,GO:0031224,GO:0031226,GO:0032501,GO:0044425,GO:0044459,GO:0044464,GO:0050808,GO:0050877,GO:0071840,GO:0071944","-","-","-","-","-","-","-","-","-","-","-"
"13722","g7456.t1",4068.38557053465,2.96078879325308,0.837517271330025,3.53519729635089,0.000407470798928925,0.015639247118757,"7091.BGIBMGA010416-TA",1.71e-234,646,"COG1272@1|root,KOG0748@2759|Eukaryota,39W66@33154|Opisthokonta,3BFR0@33208|Metazoa,3CSXS@33213|Bilateria,41U4K@6656|Arthropoda,3SGDR@50557|Insecta,442UT@7088|Lepidoptera","33208|Metazoa","T","Haemolysin-III related","-","-","-","-","-","-","-","-","-","-","-","-","HlyIII"
"13732","g7464.t1",56149.929052634,-2.53943613589488,0.765468851532273,-3.31749114390688,0.000908297950970373,0.0271448627222292,"7091.BGIBMGA010409-TA",3.74e-113,325,"COG5199@1|root,KOG2046@2759|Eukaryota,39WH9@33154|Opisthokonta,3BHJ6@33208|Metazoa,3D3H0@33213|Bilateria,41VGT@6656|Arthropoda,3SFW9@50557|Insecta,442C9@7088|Lepidoptera","33208|Metazoa","Z","Calponin homology domain","-","GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0008092","-","ko:K20526","-","-","-","-","ko00000,ko04131","-","-","-","CH,Calponin"
"13733","g7465.t1",7708.2636942874,-2.69414816913846,0.687914168133481,-3.9164016296517,8.98804656849462e-05,0.00551587285668686,"7091.BGIBMGA010544-TA",5.07e-116,333,"COG5199@1|root,KOG2046@2759|Eukaryota,3A0HF@33154|Opisthokonta,3BPI1@33208|Metazoa,3D701@33213|Bilateria,42AI4@6656|Arthropoda,3SZZN@50557|Insecta","33208|Metazoa","Z","Belongs to the calponin family","-","-","-","ko:K20526","-","-","-","-","ko00000,ko04131","-","-","-","-"
"13738","g7469.t1",19.1450615687624,5.50133044028907,1.34446105072025,4.09184813300608,4.27948888031584e-05,0.00309068394242892,"7091.BGIBMGA010407-TA",1.52e-34,128,"KOG3816@1|root,KOG3816@2759|Eukaryota,38BK1@33154|Opisthokonta,3BC2R@33208|Metazoa,3CSB1@33213|Bilateria,41X7M@6656|Arthropoda,3SG1K@50557|Insecta","33208|Metazoa","T","Headcase protein","-","GO:0000902,GO:0000904,GO:0001763,GO:0002009,GO:0002165,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0007275,GO:0007399,GO:0007409,GO:0007424,GO:0007430,GO:0007431,GO:0007435,GO:0007552,GO:0008150,GO:0008219,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009892,GO:0009987,GO:0009996,GO:0010453,GO:0010454,GO:0010468,GO:0010605,GO:0010608,GO:0010623,GO:0010629,GO:0010721,GO:0012501,GO:0014041,GO:0016043,GO:0016049,GO:0016246,GO:0016441,GO:0016458,GO:0019222,GO:0022008,GO:0022612,GO:0030030,GO:0030154,GO:0030182,GO:0030424,GO:0030425,GO:0031047,GO:0031175,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0035070,GO:0035071,GO:0035146,GO:0035147,GO:0035155,GO:0035194,GO:0035239,GO:0035272,GO:0035295,GO:0036477,GO:0040007,GO:0040029,GO:0042659,GO:0042995,GO:0043005,GO:0044424,GO:0044444,GO:0044463,GO:0044464,GO:0045595,GO:0045596,GO:0045664,GO:0048102,GO:0048468,GO:0048471,GO:0048513,GO:0048519,GO:0048523,GO:0048588,GO:0048589,GO:0048666,GO:0048667,GO:0048675,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048732,GO:0048754,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050767,GO:0050768,GO:0050789,GO:0050793,GO:0050794,GO:0051093,GO:0051239,GO:0051241,GO:0051960,GO:0051961,GO:0060033,GO:0060255,GO:0060284,GO:0060429,GO:0060446,GO:0060541,GO:0060560,GO:0060562,GO:0061138,GO:0061564,GO:0065007,GO:0071840,GO:0097447,GO:0097458,GO:0120025,GO:0120036,GO:0120038,GO:0120039,GO:1903429,GO:1904799,GO:1990138,GO:2000026","-","-","-","-","-","-","-","-","-","-","Headcase"
"13751","g7482.t1",9930.18878829141,-1.28240673937428,0.408231462959374,-3.14137163774146,0.00168158503054653,0.0417778326150383,"13037.EHJ66210",3.75e-299,823,"COG1012@1|root,KOG2450@2759|Eukaryota,38CDB@33154|Opisthokonta,3BCJG@33208|Metazoa,3CU6J@33213|Bilateria,41WX8@6656|Arthropoda,3SKJT@50557|Insecta,44823@7088|Lepidoptera","33208|Metazoa","C","Aldehyde dehydrogenase family","-","GO:0003674,GO:0003824,GO:0004029,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006090,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016620,GO:0016903,GO:0019752,GO:0031974,GO:0032787,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0055114,GO:0070013,GO:0071704","1.2.1.3","ko:K00128","ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00380,ko00410,ko00561,ko00620,ko00625,ko00903,ko00981,ko01100,ko01110,ko01120,ko01130,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00380,map00410,map00561,map00620,map00625,map00903,map00981,map01100,map01110,map01120,map01130","M00135","R00264,R00631,R00710,R00904,R01752,R01986,R02549,R02678,R02940,R02957,R03283,R03869,R04065,R04506,R04903,R05050,R05237,R05238,R05286,R06366,R08146","RC00047,RC00071,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500","ko00000,ko00001,ko00002,ko01000","-","-","-","Aldedh"
"13764","g7496.t1",773.608224554262,2.53560690916301,0.548812537464803,4.62016943139829,3.83426797356028e-06,0.000458354784006019,"34740.HMEL006594-PA",1.14e-298,834,"COG1131@1|root,KOG0061@2759|Eukaryota,38CVQ@33154|Opisthokonta,3BF0M@33208|Metazoa,3CU51@33213|Bilateria,41YDB@6656|Arthropoda,3SKJW@50557|Insecta,443PV@7088|Lepidoptera","33208|Metazoa","Q","ABC transporter","-","-","-","-","-","-","-","-","-","-","-","-","-"
"13772","g7502.t1",1091.0715669223,0.954374860143313,0.267564938306036,3.56689058807741,0.000361242217099338,0.014246102004921,"7091.BGIBMGA010559-TA",7.97e-297,822,"KOG3719@1|root,KOG3719@2759|Eukaryota,3AK4E@33154|Opisthokonta,3BE60@33208|Metazoa,3CYBZ@33213|Bilateria,41VNW@6656|Arthropoda,3SJQX@50557|Insecta,443PS@7088|Lepidoptera","33208|Metazoa","I","Choline/Carnitine o-acyltransferase","-","GO:0006082,GO:0006091,GO:0006629,GO:0006631,GO:0006635,GO:0006950,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009062,GO:0009605,GO:0009987,GO:0009991,GO:0016042,GO:0016054,GO:0017144,GO:0019395,GO:0019752,GO:0030258,GO:0031667,GO:0032787,GO:0034440,GO:0042592,GO:0042594,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044281,GO:0044282,GO:0044283,GO:0046395,GO:0046950,GO:0046951,GO:0048878,GO:0050896,GO:0055088,GO:0055090,GO:0055114,GO:0065007,GO:0065008,GO:0070328,GO:0071704,GO:0072329,GO:1901568,GO:1901570,GO:1901575,GO:1901576,GO:1902224","2.3.1.21","ko:K08766","ko00071,ko01212,ko03320,ko04714,map00071,map01212,map03320,map04714","-","R01923","RC00004,RC00037,RC02816","ko00000,ko00001,ko01000","-","-","-","Carn_acyltransf"
"13782","g7510.t1",1578.28722704106,-9.00496697721916,1.61881754207743,-5.56268186077541,2.6565994314328e-08,6.92174235980584e-06,"7091.BGIBMGA010392-TA",5.21e-83,257,"2BMX3@1|root,2S1MZ@2759|Eukaryota,3A4DF@33154|Opisthokonta,3BRPH@33208|Metazoa,3D8I6@33213|Bilateria,41ZR4@6656|Arthropoda,3SMR4@50557|Insecta,44678@7088|Lepidoptera","33208|Metazoa","S","juvenile hormone acid methyltransferase activity","-","GO:0000003,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006629,GO:0006714,GO:0006716,GO:0006718,GO:0006720,GO:0006721,GO:0007610,GO:0007617,GO:0007618,GO:0007619,GO:0008049,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008299,GO:0008610,GO:0008757,GO:0009058,GO:0009987,GO:0010817,GO:0016106,GO:0016114,GO:0016740,GO:0016741,GO:0019010,GO:0019098,GO:0019953,GO:0022414,GO:0032259,GO:0032501,GO:0032504,GO:0034754,GO:0035049,GO:0042445,GO:0042446,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044424,GO:0044464,GO:0044703,GO:0048609,GO:0051704,GO:0060179,GO:0065007,GO:0065008,GO:0071704,GO:1901576","2.1.1.325","ko:K10718","ko00981,map00981","-","R08147,R08151","RC00003,RC00460","ko00000,ko00001,ko01000","-","-","-","Methyltransf_25,Methyltransf_31"
